DexNum,Name,Type1,Type2,Ability1,Ability2,Ability3,HP,Attack,Defense,Sp.Attack,Sp.Defense,Speed,move1,move2,move3,move4,move5,move6,move7,move8,move9,move10,move11,move12,move13,move14,move15,move16,move17,move18,move19,move20,move21,move22,move23,move24,move25,move26,move27,move28,move29,move30,move31,move32,move33,move34,move35
927,dachsbun,fairy,---,well-baked-body,aroma-veil,---,57,80,115,50,80,95,"['1', 'tackle']","['1', 'growl']","['3', 'lick']","['6', 'tail-whip']","['8', 'covet']","['11', 'bite']","['15', 'baby-doll-eyes']","['18', 'play-rough']","['22', 'work-up']","['29', 'baton-pass']","['33', 'roar']","['38', 'double-edge']","['42', 'charm']","['47', 'crunch']","['53', 'last-resort']",,,,,,,,,,,,,,,,,,,,
928,smoliv,grass,normal,early-bird,harvest,---,41,35,45,58,51,30,"['1', 'tackle']","['1', 'sweet-scent']","['5', 'absorb']","['7', 'growth']","['10', 'razor-leaf']","['13', 'helping-hand']","['16', 'flail']","['20', 'mega-drain']","['23', 'grassy-terrain']","['27', 'seed-bomb']","['30', 'energy-ball']","['34', 'leech-seed']","['38', 'terrain-pulse']",,,,,,,,,,,,,,,,,,,,,,
929,dolliv,grass,normal,early-bird,harvest,---,52,53,60,78,78,33,"['1', 'tackle']","['1', 'sweet-scent']","['5', 'absorb']","['7', 'growth']","['10', 'razor-leaf']","['13', 'helping-hand']","['16', 'flail']","['20', 'mega-drain']","['23', 'grassy-terrain']","['29', 'seed-bomb']","['34', 'energy-ball']","['37', 'leech-seed']","['42', 'terrain-pulse']",,,,,,,,,,,,,,,,,,,,,,
930,arboliva,grass,normal,seed-sower,harvest,---,78,69,90,125,109,39,"['1', 'tackle']","['1', 'safeguard']","['1', 'sweet-scent']","['1', 'mirror-coat']","['5', 'absorb']","['7', 'growth']","['10', 'razor-leaf']","['13', 'helping-hand']","['16', 'flail']","['20', 'mega-drain']","['23', 'grassy-terrain']","['29', 'seed-bomb']","['34', 'energy-ball']","['39', 'leech-seed']","['46', 'terrain-pulse']","['52', 'petal-blizzard']","['58', 'petal-dance']",,,,,,,,,,,,,,,,,,
931,squawkabilly,normal,flying,intimidate,hustle,guts,82,96,51,45,51,92,"['1', 'growl']","['1', 'peck']","['1', 'mimic']","['6', 'quick-attack']","['10', 'torment']","['13', 'aerial-ace']","['17', 'fury-attack']","['20', 'taunt']","['24', 'uproar']","['27', 'copycat']","['30', 'fly']","['34', 'facade']","['38', 'swagger']","['42', 'brave-bird']","['47', 'roost']","['52', 'reversal']",,,,,,,,,,,,,,,,,,,
932,nacli,rock,---,purifying-salt,sturdy,clear-body,55,55,75,35,35,25,"['1', 'tackle']","['1', 'harden']","['5', 'rock-throw']","['7', 'mud-shot']","['10', 'smack-down']","['13', 'rock-polish']","['16', 'headbutt']","['20', 'iron-defense']","['25', 'recover']","['30', 'rock-slide']","['33', 'stealth-rock']","['35', 'heavy-slam']","['40', 'earthquake']","['45', 'stone-edge']",,,,,,,,,,,,,,,,,,,,,
933,naclstack,rock,---,purifying-salt,sturdy,clear-body,60,60,100,35,65,35,"['0', 'salt-cure']","['1', 'tackle']","['1', 'harden']","['5', 'rock-throw']","['7', 'mud-shot']","['10', 'smack-down']","['13', 'rock-polish']","['16', 'headbutt']","['20', 'iron-defense']","['30', 'recover']","['34', 'rock-slide']","['38', 'stealth-rock']","['41', 'heavy-slam']","['45', 'earthquake']","['51', 'stone-edge']",,,,,,,,,,,,,,,,,,,,
934,garganacl,rock,---,purifying-salt,sturdy,clear-body,100,100,130,45,90,35,"['0', 'hammer-arm']","['1', 'tackle']","['1', 'harden']","['1', 'block']","['1', 'rock-blast']","['1', 'wide-guard']","['5', 'rock-throw']","['7', 'mud-shot']","['10', 'rock-tomb']","['13', 'rock-polish']","['16', 'headbutt']","['24', 'salt-cure']","['30', 'recover']","['34', 'rock-slide']","['40', 'stealth-rock']","['44', 'heavy-slam']","['49', 'earthquake']","['54', 'stone-edge']","['60', 'explosion']",,,,,,,,,,,,,,,,
935,charcadet,fire,---,flash-fire,flame-body,---,40,50,40,50,40,35,"['1', 'leer']","['1', 'ember']","['1', 'astonish']","['8', 'clear-smog']","['12', 'fire-spin']","['16', 'will-o-wisp']","['20', 'night-shade']","['24', 'flame-charge']","['28', 'incinerate']","['32', 'lava-plume']",,,,,,,,,,,,,,,,,,,,,,,,,
936,armarouge,fire,psychic,flash-fire,weak-armor,---,85,60,100,125,80,75,"['0', 'psyshock']","['1', 'leer']","['1', 'ember']","['1', 'astonish']","['1', 'wide-guard']","['1', 'mystical-fire']","['8', 'clear-smog']","['12', 'fire-spin']","['16', 'will-o-wisp']","['20', 'night-shade']","['24', 'flame-charge']","['28', 'incinerate']","['32', 'lava-plume']","['37', 'calm-mind']","['42', 'ally-switch']","['48', 'flamethrower']","['56', 'expanding-force']","['62', 'armor-cannon']",,,,,,,,,,,,,,,,,
937,ceruledge,fire,ghost,flash-fire,weak-armor,---,75,125,80,60,100,85,"['0', 'shadow-claw']","['1', 'leer']","['1', 'ember']","['1', 'astonish']","['8', 'clear-smog']","['12', 'fire-spin']","['16', 'will-o-wisp']","['20', 'night-shade']","['24', 'flame-charge']","['28', 'incinerate']","['32', 'lava-plume']","['37', 'swords-dance']","['42', 'ally-switch']","['48', 'bitter-blade']","['56', 'psycho-cut']","['62', 'flare-blitz']",,,,,,,,,,,,,,,,,,,
938,tadbulb,electric,---,own-tempo,static,damp,61,31,41,59,35,45,"['1', 'tackle']","['1', 'mud-slap']","['7', 'thunder-shock']","['11', 'water-gun']","['17', 'charge']","['21', 'spark']","['24', 'mud-shot']","['25', 'flail']","['32', 'discharge']","['36', 'weather-ball']","['40', 'electric-terrain']","['45', 'sucker-punch']","['50', 'zap-cannon']",,,,,,,,,,,,,,,,,,,,,,
939,bellibolt,electric,---,electromorphosis,static,damp,109,64,91,103,83,45,"['1', 'tackle']","['1', 'mud-slap']","['1', 'slack-off']","['7', 'thunder-shock']","['11', 'water-gun']","['17', 'charge']","['21', 'spark']","['24', 'mud-shot']","['25', 'flail']","['32', 'discharge']","['36', 'weather-ball']","['40', 'electric-terrain']","['45', 'sucker-punch']","['50', 'zap-cannon']",,,,,,,,,,,,,,,,,,,,,
940,wattrel,electric,flying,wind-power,volt-absorb,competitive,40,40,35,55,40,70,"['1', 'growl']","['1', 'peck']","['4', 'thunder-shock']","['7', 'quick-attack']","['11', 'pluck']","['15', 'spark']","['19', 'uproar']","['23', 'roost']","['27', 'dual-wingbeat']","['32', 'agility']","['37', 'volt-switch']","['43', 'discharge']",,,,,,,,,,,,,,,,,,,,,,,
941,kilowattrel,electric,flying,wind-power,volt-absorb,competitive,70,70,60,105,60,125,"['0', 'electro-ball']","['1', 'growl']","['1', 'peck']","['4', 'thunder-shock']","['7', 'quick-attack']","['11', 'pluck']","['15', 'spark']","['19', 'uproar']","['24', 'roost']","['30', 'dual-wingbeat']","['36', 'agility']","['43', 'volt-switch']","['48', 'discharge']","['55', 'hurricane']",,,,,,,,,,,,,,,,,,,,,
942,maschiff,dark,---,intimidate,run-away,stakeout,60,78,60,40,51,51,"['1', 'tackle']","['1', 'leer']","['1', 'scary-face']","['4', 'lick']","['7', 'snarl']","['10', 'hone-claws']","['14', 'bite']","['18', 'roar']","['22', 'headbutt']","['26', 'payback']","['31', 'crunch']","['35', 'swagger']","['39', 'reversal']","['43', 'jaw-lock']","['49', 'double-edge']",,,,,,,,,,,,,,,,,,,,
943,mabosstiff,dark,---,intimidate,guard-dog,stakeout,80,120,90,60,70,85,"['0', 'comeuppance']","['1', 'tackle']","['1', 'leer']","['1', 'scary-face']","['4', 'lick']","['7', 'snarl']","['10', 'hone-claws']","['14', 'bite']","['18', 'roar']","['22', 'headbutt']","['26', 'payback']","['34', 'crunch']","['39', 'swagger']","['43', 'reversal']","['48', 'jaw-lock']","['55', 'double-edge']","['60', 'outrage']",,,,,,,,,,,,,,,,,,
944,shroodle,poison,normal,unburden,pickpocket,prankster,40,65,35,40,35,75,"['1', 'scratch']","['1', 'leer']","['5', 'acid-spray']","['8', 'bite']","['8', 'fury-swipes']","['11', 'switcheroo']","['14', 'poison-fang']","['18', 'flatter']","['21', 'slash']","['25', 'u-turn']","['29', 'poison-jab']","['33', 'taunt']","['36', 'substitute']","['40', 'knock-off']","['45', 'gunk-shot']",,,,,,,,,,,,,,,,,,,,
945,grafaiai,poison,normal,unburden,poison-touch,prankster,63,95,65,80,72,110,"['0', 'doodle']","['1', 'scratch']","['1', 'leer']","['5', 'acid-spray']","['8', 'fury-swipes']","['11', 'switcheroo']","['14', 'poison-fang']","['18', 'flatter']","['21', 'slash']","['25', 'u-turn']","['33', 'poison-jab']","['37', 'taunt']","['40', 'substitute']","['45', 'knock-off']","['51', 'gunk-shot']",,,,,,,,,,,,,,,,,,,,
946,bramblin,grass,ghost,wind-rider,infiltrator,---,40,65,30,45,35,60,"['1', 'defense-curl']","['1', 'rollout']","['1', 'astonish']","['5', 'absorb']","['9', 'rapid-spin']","['13', 'bullet-seed']","['17', 'infestation']","['21', 'hex']","['25', 'mega-drain']","['29', 'disable']","['35', 'phantom-force']","['40', 'giga-drain']","['45', 'curse']","['50', 'pain-split']","['55', 'power-whip']",,,,,,,,,,,,,,,,,,,,
947,brambleghast,grass,ghost,wind-rider,infiltrator,---,55,115,70,80,70,90,"['1', 'defense-curl']","['1', 'rollout']","['1', 'astonish']","['5', 'absorb']","['9', 'rapid-spin']","['13', 'bullet-seed']","['17', 'infestation']","['21', 'hex']","['25', 'mega-drain']","['29', 'disable']","['35', 'phantom-force']","['40', 'giga-drain']","['45', 'curse']","['50', 'pain-split']","['55', 'power-whip']",,,,,,,,,,,,,,,,,,,,
948,toedscool,ground,grass,mycelium-might,mycelium-might,---,40,40,35,50,100,70,"['1', 'wrap']","['1', 'mud-slap']","['4', 'absorb']","['8', 'poison-powder']","['8', 'stun-spore']","['12', 'supersonic']","['15', 'tackle']","['16', 'mega-drain']","['20', 'screech']","['24', 'mud-shot']","['28', 'hex']","['32', 'seed-bomb']","['36', 'spore']","['40', 'growth']","['44', 'giga-drain']","['48', 'earth-power']","['52', 'power-whip']",,,,,,,,,,,,,,,,,,
949,toedscruel,ground,grass,mycelium-might,mycelium-might,---,80,70,65,80,120,100,"['1', 'wrap']","['1', 'mud-slap']","['1', 'reflect-type']","['4', 'absorb']","['8', 'poison-powder']","['8', 'stun-spore']","['12', 'supersonic']","['15', 'tackle']","['16', 'mega-drain']","['20', 'screech']","['24', 'mud-shot']","['28', 'hex']","['34', 'seed-bomb']","['40', 'spore']","['44', 'growth']","['48', 'giga-drain']","['54', 'earth-power']","['58', 'power-whip']",,,,,,,,,,,,,,,,,
950,klawf,rock,---,anger-shell,shell-armor,regenerator,70,100,115,35,55,75,"['1', 'rock-throw']","['6', 'harden']","['9', 'rock-smash']","['13', 'rock-tomb']","['17', 'metal-claw']","['21', 'protect']","['24', 'rock-blast']","['29', 'x-scissor']","['33', 'swords-dance']","['37', 'flail']","['42', 'rock-slide']","['47', 'high-horsepower']","['51', 'iron-defense']","['56', 'guillotine']",,,,,,,,,,,,,,,,,,,,,
951,capsakid,grass,---,chlorophyll,insomnia,klutz,50,62,40,62,40,50,"['1', 'leer']","['1', 'leafage']","['4', 'bite']","['10', 'growth']","['13', 'razor-leaf']","['17', 'sunny-day']","['21', 'bullet-seed']","['24', 'headbutt']","['28', 'zen-headbutt']","['38', 'crunch']","['44', 'seed-bomb']","['48', 'solar-beam']",,,,,,,,,,,,,,,,,,,,,,,
952,scovillain,grass,fire,chlorophyll,insomnia,moody,65,108,65,108,65,75,"['0', 'flamethrower']","['0', 'spicy-extract']","['1', 'leer']","['1', 'fire-fang']","['1', 'leafage']","['4', 'bite']","['10', 'growth']","['13', 'razor-leaf']","['17', 'sunny-day']","['21', 'bullet-seed']","['24', 'headbutt']","['28', 'zen-headbutt']","['33', 'worry-seed']","['38', 'crunch']","['44', 'seed-bomb']","['48', 'solar-beam']","['48', 'overheat']",,,,,,,,,,,,,,,,,,
953,rellor,bug,---,compound-eyes,shed-skin,---,41,50,60,31,58,30,"['1', 'tackle']","['1', 'defense-curl']","['4', 'sand-attack']","['7', 'struggle-bug']","['11', 'rollout']","['15', 'mud-shot']","['20', 'bug-bite']","['24', 'take-down']","['29', 'dig']","['35', 'lunge']",,,,,,,,,,,,,,,,,,,,,,,,,
954,rabsca,bug,psychic,synchronize,telepathy,---,75,50,85,115,100,45,"['0', 'revival-blessing']","['1', 'tackle']","['1', 'confusion']","['1', 'defense-curl']","['4', 'sand-attack']","['7', 'struggle-bug']","['11', 'rollout']","['15', 'psybeam']","['20', 'bug-bite']","['24', 'take-down']","['29', 'extrasensory']","['35', 'lunge']","['40', 'power-swap']","['40', 'guard-swap']","['40', 'speed-swap']","['45', 'bug-buzz']","['50', 'psychic']",,,,,,,,,,,,,,,,,,
955,flittle,psychic,---,anticipation,frisk,speed-boost,30,35,30,55,30,75,"['1', 'growl']","['1', 'peck']","['5', 'confusion']","['8', 'baby-doll-eyes']","['11', 'disarming-voice']","['15', 'quick-attack']","['19', 'psybeam']","['24', 'pluck']","['29', 'agility']","['34', 'uproar']",,,,,,,,,,,,,,,,,,,,,,,,,
956,espathra,psychic,---,opportunist,frisk,speed-boost,95,60,60,101,60,105,"['0', 'lumina-crash']","['1', 'growl']","['1', 'peck']","['1', 'drill-peck']","['1', 'feather-dance']","['5', 'confusion']","['8', 'baby-doll-eyes']","['11', 'disarming-voice']","['15', 'quick-attack']","['19', 'psybeam']","['24', 'pluck']","['29', 'agility']","['34', 'uproar']","['43', 'dazzling-gleam']","['49', 'psychic']","['54', 'last-resort']",,,,,,,,,,,,,,,,,,,
957,tinkatink,fairy,steel,mold-breaker,own-tempo,pickpocket,50,45,45,35,64,58,"['1', 'astonish']","['1', 'fairy-wind']","['5', 'baby-doll-eyes']","['8', 'metal-claw']","['11', 'covet']","['14', 'rock-smash']","['17', 'draining-kiss']","['21', 'sweet-kiss']","['24', 'brutal-swing']","['27', 'slam']","['31', 'flash-cannon']","['35', 'play-rough']","['39', 'fake-out']","['43', 'flatter']","['47', 'skitter-smack']","['52', 'knock-off']",,,,,,,,,,,,,,,,,,,
958,tinkatuff,fairy,steel,mold-breaker,own-tempo,pickpocket,65,55,55,45,82,78,"['1', 'astonish']","['1', 'fairy-wind']","['5', 'baby-doll-eyes']","['8', 'metal-claw']","['11', 'covet']","['14', 'rock-smash']","['17', 'draining-kiss']","['21', 'sweet-kiss']","['24', 'brutal-swing']","['27', 'slam']","['31', 'flash-cannon']","['35', 'play-rough']","['39', 'fake-out']","['43', 'flatter']","['47', 'skitter-smack']","['52', 'knock-off']",,,,,,,,,,,,,,,,,,,
959,tinkaton,fairy,steel,mold-breaker,own-tempo,pickpocket,85,75,77,70,105,94,"['0', 'gigaton-hammer']","['1', 'astonish']","['1', 'fairy-wind']","['5', 'baby-doll-eyes']","['8', 'metal-claw']","['11', 'covet']","['14', 'rock-smash']","['17', 'draining-kiss']","['21', 'sweet-kiss']","['24', 'brutal-swing']","['27', 'slam']","['31', 'flash-cannon']","['35', 'play-rough']","['39', 'fake-out']","['43', 'flatter']","['47', 'skitter-smack']","['52', 'knock-off']",,,,,,,,,,,,,,,,,,
960,wiglett,water,---,gooey,rattled,sand-veil,10,55,25,35,25,95,"['1', 'sand-attack']","['1', 'water-gun']","['4', 'mud-slap']","['8', 'wrap']","['12', 'aqua-jet']","['20', 'slam']","['20', 'water-pulse']","['24', 'headbutt']","['28', 'dig']","['32', 'sucker-punch']","['36', 'throat-chop']","['40', 'liquidation']",,,,,,,,,,,,,,,,,,,,,,,
961,wugtrio,water,---,gooey,rattled,sand-veil,35,100,50,50,70,120,"['1', 'sand-attack']","['1', 'wrap']","['1', 'water-gun']","['1', 'mud-slap']","['12', 'aqua-jet']","['16', 'slam']","['20', 'water-pulse']","['24', 'headbutt']","['30', 'triple-dive']","['36', 'dig']","['42', 'sucker-punch']","['48', 'throat-chop']","['54', 'liquidation']",,,,,,,,,,,,,,,,,,,,,,
962,bombirdier,flying,dark,big-pecks,keen-eye,rocky-payload,70,103,85,60,85,82,"['1', 'wing-attack']","['1', 'leer']","['1', 'peck']","['1', 'memento']","['1', 'hone-claws']","['7', 'thief']","['11', 'rock-throw']","['16', 'whirlwind']","['20', 'pluck']","['24', 'torment']","['29', 'rock-tomb']","['36', 'payback']","['42', 'dual-wingbeat']","['47', 'rock-slide']","['53', 'knock-off']","['60', 'parting-shot']",,,,,,,,,,,,,,,,,,,
963,finizen,water,---,water-veil,water-veil,---,70,45,40,45,40,75,"['1', 'supersonic']","['1', 'water-gun']","['7', 'astonish']","['10', 'focus-energy']","['13', 'aqua-jet']","['17', 'double-hit']","['21', 'dive']","['25', 'charm']","['29', 'acrobatics']","['34', 'encore']","['39', 'aqua-tail']","['44', 'mist']","['50', 'hydro-pump']",,,,,,,,,,,,,,,,,,,,,,
964,palafin,water,---,zero-to-hero,zero-to-hero,---,100,70,72,53,62,100,"['0', 'flip-turn']","['1', 'supersonic']","['1', 'water-gun']","['1', 'jet-punch']","['7', 'astonish']","['10', 'focus-energy']","['13', 'aqua-jet']","['17', 'double-hit']","['21', 'dive']","['25', 'charm']","['29', 'acrobatics']","['34', 'encore']","['39', 'aqua-tail']","['44', 'mist']","['50', 'hydro-pump']","['55', 'focus-punch']","['61', 'wave-crash']",,,,,,,,,,,,,,,,,,
965,varoom,steel,poison,overcoat,slow-start,---,45,70,63,30,45,47,"['1', 'lick']","['1', 'poison-gas']","['4', 'smog']","['7', 'taunt']","['10', 'assurance']","['13', 'sludge']","['17', 'gyro-ball']","['21', 'headbutt']","['25', 'screech']","['28', 'iron-head']","['32', 'swagger']","['36', 'poison-jab']","['41', 'uproar']","['46', 'spin-out']","['50', 'gunk-shot']",,,,,,,,,,,,,,,,,,,,
966,revavroom,steel,poison,overcoat,filter,---,80,119,90,54,67,90,"['0', 'shift-gear']","['1', 'lick']","['1', 'poison-gas']","['1', 'magnet-rise']","['4', 'smog']","['7', 'taunt']","['10', 'assurance']","['13', 'sludge']","['17', 'gyro-ball']","['21', 'headbutt']","['25', 'screech']","['28', 'iron-head']","['32', 'swagger']","['36', 'poison-jab']","['46', 'uproar']","['52', 'spin-out']","['58', 'gunk-shot']",,,,,,,,,,,,,,,,,,
967,cyclizar,dragon,normal,shed-skin,regenerator,---,70,95,65,85,65,121,"['1', 'tackle']","['1', 'growl']","['7', 'rapid-spin']","['11', 'taunt']","['14', 'breaking-swipe']","['18', 'quick-attack']","['23', 'bite']","['27', 'u-turn']","['31', 'shed-tail']","['36', 'dragon-claw']","['40', 'shift-gear']","['45', 'dragon-pulse']","['51', 'double-edge']","['57', 'dragon-rush']",,,,,,,,,,,,,,,,,,,,,
968,orthworm,steel,---,earth-eater,sand-veil,---,70,85,145,60,55,65,"['1', 'tackle']","['1', 'wrap']","['1', 'harden']","['7', 'mud-slap']","['12', 'smack-down']","['16', 'bulldoze']","['21', 'iron-head']","['26', 'take-down']","['30', 'dig']","['34', 'sandstorm']","['38', 'iron-defense']","['43', 'iron-tail']","['47', 'earthquake']","['52', 'shed-tail']",,,,,,,,,,,,,,,,,,,,,
969,glimmet,rock,poison,toxic-debris,corrosion,---,48,35,42,105,60,60,"['1', 'rock-throw']","['1', 'harden']","['1', 'smack-down']","['7', 'acid-spray']","['11', 'ancient-power']","['15', 'rock-polish']","['18', 'stealth-rock']","['22', 'venoshock']","['26', 'sandstorm']","['29', 'self-destruct']","['33', 'rock-slide']","['37', 'power-gem']","['41', 'acid-armor']","['46', 'sludge-wave']",,,,,,,,,,,,,,,,,,,,,
970,glimmora,rock,poison,toxic-debris,corrosion,---,83,55,90,130,81,86,"['0', 'mortal-spin']","['1', 'rock-throw']","['1', 'harden']","['1', 'toxic-spikes']","['1', 'smack-down']","['1', 'spiky-shield']","['7', 'acid-spray']","['11', 'ancient-power']","['15', 'rock-polish']","['18', 'stealth-rock']","['22', 'venoshock']","['26', 'sandstorm']","['29', 'self-destruct']","['33', 'rock-slide']","['39', 'power-gem']","['44', 'acid-armor']","['50', 'sludge-wave']",,,,,,,,,,,,,,,,,,
971,greavard,ghost,---,pickup,fluffy,---,50,61,60,30,55,34,"['1', 'tackle']","['1', 'growl']","['3', 'lick']","['6', 'tail-whip']","['6', 'bite']","['9', 'roar']","['12', 'headbutt']","['16', 'dig']","['24', 'rest']","['28', 'crunch']","['32', 'play-rough']","['37', 'helping-hand']","['41', 'phantom-force']","['46', 'charm']","['52', 'double-edge']",,,,,,,,,,,,,,,,,,,,
972,houndstone,ghost,---,sand-rush,fluffy,---,72,101,100,50,97,68,"['0', 'last-respects']","['1', 'tackle']","['1', 'growl']","['3', 'lick']","['6', 'tail-whip']","['6', 'bite']","['9', 'roar']","['12', 'headbutt']","['16', 'dig']","['24', 'rest']","['28', 'crunch']","['36', 'play-rough']","['41', 'helping-hand']","['46', 'phantom-force']","['51', 'charm']","['58', 'double-edge']",,,,,,,,,,,,,,,,,,,
973,flamigo,flying,fighting,scrappy,tangled-feet,costar,82,115,74,75,64,90,"['1', 'peck']","['1', 'copycat']","['5', 'double-kick']","['9', 'detect']","['12', 'wing-attack']","['15', 'focus-energy']","['18', 'low-kick']","['21', 'feint']","['27', 'payback']","['31', 'roost']","['35', 'air-slash']","['39', 'mega-kick']","['44', 'wide-guard']","['48', 'throat-chop']","['54', 'brave-bird']",,,,,,,,,,,,,,,,,,,,
974,cetoddle,ice,---,thick-fat,snow-cloak,sheer-force,108,68,45,30,40,43,"['1', 'tackle']","['1', 'powder-snow']","['6', 'growl']","['9', 'echoed-voice']","['12', 'ice-shard']","['15', 'rest']","['19', 'take-down']","['25', 'flail']","['27', 'avalanche']","['31', 'bounce']","['36', 'body-slam']","['40', 'amnesia']","['44', 'ice-spinner']","['49', 'double-edge']","['53', 'blizzard']",,,,,,,,,,,,,,,,,,,,
975,cetitan,ice,---,thick-fat,slush-rush,sheer-force,170,113,65,45,55,73,"['1', 'tackle']","['1', 'powder-snow']","['6', 'growl']","['9', 'echoed-voice']","['12', 'ice-shard']","['15', 'rest']","['19', 'take-down']","['25', 'flail']","['27', 'avalanche']","['31', 'bounce']","['36', 'body-slam']","['40', 'amnesia']","['44', 'ice-spinner']","['49', 'double-edge']","['53', 'blizzard']",,,,,,,,,,,,,,,,,,,,
